repo,since,until,months,include_merges,total_commits_in_range,health_file_commits,active_months,active_month_rate,entropy_norm,top1_month_share,top3_month_share,top6_month_share,gini_month_concentration
grafana,2019-05-30,2020-05-29,13,no,3404,113,12,0.923077,0.920077,0.150442,0.407080,0.716814,0.333560
