repo,since,until,months,include_merges,total_commits_in_range,health_file_commits,active_months,active_month_rate,entropy_norm,top1_month_share,top3_month_share,top6_month_share,gini_month_concentration
html5-boilerplate,2019-05-30,2020-05-29,13,no,69,17,6,0.461538,0.647490,0.235294,0.705882,1.000000,0.651584
