repo,year,entropy_norm,active_month_rate,health_file_commits,valid,archetype
azure-quickstart-templates,3,0.405357,0.230769,4,True,Sparse
azure-quickstart-templates,4,0.219238,0.153846,4,True,Sparse
azure-quickstart-templates,5,0.219238,0.153846,4,True,Sparse
moby,1,0.927768,0.923077,89,True,Consistent
moby,2,0.864064,0.769231,30,True,Consistent
moby,3,0.782454,0.615385,17,True,Occasional
moby,4,0.633939,0.461538,13,True,Occasional
moby,5,0.370483,0.230769,5,True,Sparse
moby,6,0.519378,0.307692,5,True,Sparse
moby,7,0.781489,0.615385,21,True,Occasional
moby,8,0.758654,0.615385,14,True,Occasional
moby,9,0.8812,0.846154,19,True,Consistent
moby,10,0.719788,0.538462,11,True,Occasional
etcd,1,0.858734,0.846154,24,True,Consistent
etcd,2,0.775356,0.846154,50,True,Consistent
etcd,3,0.713845,0.615385,25,True,Occasional
etcd,4,0.720091,0.615385,23,True,Occasional
etcd,5,0.658375,0.538462,16,True,Occasional
etcd,6,0.744539,0.615385,24,True,Occasional
etcd,7,0.844285,0.769231,31,True,Consistent
etcd,8,0.914341,0.923077,25,True,Consistent
etcd,9,0.519378,0.307692,5,True,Sparse
etcd,10,0.484397,0.307692,6,True,Sparse
homebrew-cask,1,0.876666,0.923077,57,True,Consistent
homebrew-cask,2,0.6817,0.615385,32,True,Occasional
homebrew-cask,3,0.792821,0.692308,21,True,Occasional
homebrew-cask,4,0.676476,0.461538,9,True,Occasional
homebrew-cask,5,0.633903,0.461538,17,True,Occasional
homebrew-cask,6,0.608036,0.384615,8,True,Sparse
homebrew-cask,8,0.701243,0.538462,11,True,Occasional
homebrew-cask,10,0.514976,0.307692,8,True,Sparse
html5-boilerplate,1,0.540476,0.384615,8,True,Sparse
html5-boilerplate,2,0.754868,0.615385,17,True,Occasional
html5-boilerplate,3,0.449811,0.307692,7,True,Sparse
html5-boilerplate,4,0.64749,0.461538,17,True,Occasional
html5-boilerplate,5,0.555227,0.384615,12,True,Sparse
html5-boilerplate,6,0.670654,0.461538,11,True,Occasional
html5-boilerplate,7,0.675595,0.461538,8,True,Occasional
html5-boilerplate,8,0.731505,0.615385,15,True,Occasional
youtube-dl,1,0.950816,0.923077,529,True,Consistent
youtube-dl,2,0.954147,1.0,205,True,Consistent
youtube-dl,3,0.927762,1.0,126,True,Consistent
youtube-dl,4,0.904484,0.846154,74,True,Consistent
youtube-dl,5,0.805187,0.769231,98,True,Consistent
youtube-dl,6,0.497879,0.307692,7,True,Sparse
youtube-dl,7,0.248159,0.153846,3,True,Sparse
java-design-patterns,1,0.428317,0.230769,3,True,Sparse
java-design-patterns,2,0.519378,0.307692,5,True,Sparse
java-design-patterns,4,0.405357,0.230769,4,True,Sparse
java-design-patterns,5,0.560032,0.923077,193,True,Occasional
java-design-patterns,6,0.652568,0.615385,44,True,Occasional
java-design-patterns,7,0.696492,0.769231,83,True,Occasional
java-design-patterns,8,0.787173,0.769231,92,True,Consistent
java-design-patterns,9,0.841143,0.769231,49,True,Consistent
java-design-patterns,10,0.175661,0.153846,6,True,Sparse
symfony,1,0.95878,1.0,33,True,Consistent
symfony,2,0.92363,0.923077,32,True,Consistent
symfony,3,0.89713,0.923077,24,True,Consistent
symfony,4,0.846641,0.923077,26,True,Consistent
symfony,5,0.897624,1.0,38,True,Consistent
symfony,6,0.905875,0.923077,27,True,Consistent
symfony,7,0.908524,0.923077,27,True,Consistent
symfony,8,0.920496,0.923077,30,True,Consistent
symfony,9,0.926196,0.923077,21,True,Consistent
symfony,10,0.769942,0.846154,36,True,Consistent
dubbo,1,0.0,0.076923,3,True,Sparse
dubbo,2,0.829562,0.769231,38,True,Consistent
dubbo,3,0.925441,1.0,67,True,Consistent
dubbo,4,0.912274,0.923077,24,True,Consistent
dubbo,6,0.77457,0.692308,15,True,Occasional
dubbo,7,0.653809,0.461538,9,True,Occasional
dubbo,8,0.749748,0.615385,16,True,Occasional
dubbo,9,0.553026,0.384615,10,True,Sparse
jenkins,1,0.852391,0.769231,139,True,Consistent
jenkins,2,0.233248,0.153846,7,True,Sparse
jenkins,3,0.405357,0.230769,4,True,Sparse
jenkins,4,0.731993,0.615385,20,True,Occasional
jenkins,5,0.573426,0.384615,10,True,Sparse
jenkins,6,0.582536,0.384615,8,True,Sparse
jenkins,7,0.833464,0.769231,20,True,Consistent
jenkins,8,0.661121,0.461538,10,True,Occasional
jenkins,9,0.640065,0.461538,11,True,Occasional
jenkins,10,0.57109,0.384615,9,True,Sparse
node,1,0.965433,1.0,213,True,Consistent
node,2,0.956273,1.0,224,True,Consistent
node,3,0.939665,0.923077,208,True,Consistent
node,4,0.94264,1.0,167,True,Consistent
node,5,0.953598,1.0,178,True,Consistent
node,6,0.929034,1.0,311,True,Consistent
node,7,0.965263,1.0,194,True,Consistent
node,8,0.94678,1.0,137,True,Consistent
node,9,0.951623,1.0,168,True,Consistent
node,10,0.936633,0.923077,165,True,Consistent
kubernetes,1,0.931346,1.0,179,True,Consistent
kubernetes,2,0.752615,0.846154,75,True,Consistent
kubernetes,3,0.809804,0.692308,23,True,Consistent
kubernetes,4,0.785215,0.692308,16,True,Occasional
kubernetes,5,0.57509,0.384615,7,True,Sparse
kubernetes,6,0.428317,0.230769,3,True,Sparse
kubernetes,7,0.675595,0.461538,8,True,Occasional
qmk_firmware,1,0.816806,0.923077,83,True,Consistent
qmk_firmware,2,0.776432,0.615385,13,True,Occasional
qmk_firmware,3,0.608036,0.384615,8,True,Sparse
qmk_firmware,4,0.582536,0.384615,8,True,Sparse
qmk_firmware,5,0.497879,0.307692,7,True,Sparse
qmk_firmware,6,0.518397,0.307692,6,True,Sparse
qmk_firmware,7,0.540476,0.307692,8,True,Sparse
qmk_firmware,8,0.616423,0.384615,9,True,Sparse
qmk_firmware,9,0.681556,0.461538,12,True,Occasional
qmk_firmware,10,0.428317,0.230769,6,True,Sparse
darknet,2,0.248159,0.153846,3,True,Sparse
darknet,5,0.583975,0.461538,10,True,Sparse
darknet,6,0.428317,0.230769,3,True,Sparse
darknet,7,0.0,0.076923,3,True,Sparse
HanLP,1,0.720049,0.615385,14,True,Occasional
HanLP,2,0.702951,0.615385,24,True,Occasional
HanLP,3,0.792124,0.615385,13,True,Occasional
HanLP,4,0.519899,0.615385,25,True,Sparse
HanLP,5,0.421285,0.384615,15,True,Sparse
HanLP,6,0.913832,0.846154,17,True,Consistent
HanLP,7,0.675595,0.461538,8,True,Occasional
electron,1,0.884766,0.923077,40,True,Consistent
electron,2,0.772968,0.769231,40,True,Consistent
electron,3,0.875632,0.769231,15,True,Consistent
electron,4,0.55637,0.384615,9,True,Sparse
electron,5,0.771635,0.615385,12,True,Occasional
electron,6,0.796582,0.615385,9,True,Occasional
electron,7,0.715169,0.538462,10,True,Occasional
electron,8,0.604233,0.384615,7,True,Sparse
electron,9,0.608476,0.384615,6,True,Sparse
electron,10,0.789616,0.615385,10,True,Occasional
openssl,1,0.705281,0.538462,17,True,Occasional
openssl,2,0.67457,0.538462,23,True,Occasional
openssl,3,0.734857,0.538462,13,True,Occasional
openssl,4,0.600521,0.461538,11,True,Sparse
openssl,5,0.683875,0.461538,16,True,Occasional
openssl,6,0.519378,0.307692,5,True,Sparse
openssl,8,0.768117,0.615385,14,True,Occasional
openssl,9,0.835865,0.692308,14,True,Consistent
openssl,10,0.627474,0.461538,10,True,Occasional
vscode,1,0.80407,0.769231,24,True,Consistent
vscode,2,0.935381,0.923077,18,True,Consistent
vscode,3,0.658566,0.615385,28,True,Occasional
vscode,4,0.661121,0.461538,10,True,Occasional
vscode,5,0.785248,0.615385,18,True,Occasional
vscode,6,0.661121,0.461538,10,True,Occasional
vscode,7,0.428317,0.230769,3,True,Sparse
vscode,8,0.540476,0.307692,4,True,Sparse
vscode,10,0.650095,0.461538,8,True,Occasional
echarts,1,0.822065,0.769231,26,True,Consistent
echarts,2,0.757988,0.615385,25,True,Occasional
echarts,3,0.747519,0.615385,24,True,Occasional
echarts,4,0.636754,0.538462,34,True,Occasional
echarts,5,0.529927,0.384615,10,True,Sparse
echarts,6,0.625824,0.461538,13,True,Occasional
echarts,7,0.540476,0.307692,4,True,Sparse
echarts,10,0.428317,0.230769,3,True,Sparse
reveal.js,1,0.780231,0.769231,45,True,Consistent
reveal.js,2,0.77457,0.692308,15,True,Occasional
reveal.js,3,0.878191,0.846154,42,True,Consistent
reveal.js,4,0.799471,0.846154,56,True,Consistent
reveal.js,6,0.455572,0.307692,11,True,Sparse
reveal.js,7,0.428317,0.230769,3,True,Sparse
reveal.js,9,0.248159,0.153846,3,True,Sparse
AspNetCore.Docs,1,0.695561,0.615385,29,True,Occasional
AspNetCore.Docs,2,0.681521,0.461538,10,True,Occasional
AspNetCore.Docs,3,0.59621,0.461538,15,True,Sparse
AspNetCore.Docs,4,0.681444,0.461538,7,True,Occasional
AspNetCore.Docs,5,0.428317,0.230769,3,True,Sparse
AspNetCore.Docs,6,0.428317,0.230769,3,True,Sparse
AspNetCore.Docs,7,0.608476,0.384615,6,True,Sparse
AspNetCore.Docs,8,0.219238,0.153846,4,True,Sparse
AspNetCore.Docs,9,0.604233,0.384615,7,True,Sparse
django,1,0.90585,0.923077,49,True,Consistent
django,2,0.90471,0.846154,49,True,Consistent
django,3,0.891637,0.846154,56,True,Consistent
django,4,0.874743,0.846154,39,True,Consistent
django,5,0.930727,0.923077,34,True,Consistent
django,6,0.858738,0.769231,38,True,Consistent
django,7,0.828712,0.769231,27,True,Consistent
django,8,0.838688,0.846154,39,True,Consistent
django,9,0.881912,0.846154,34,True,Consistent
django,10,0.906896,0.923077,30,True,Consistent
shadowsocks-windows,1,0.698555,0.538462,12,True,Occasional
shadowsocks-windows,2,0.608476,0.384615,6,True,Sparse
shadowsocks-windows,3,0.411283,0.230769,5,True,Sparse
shadowsocks-windows,4,0.636516,0.461538,12,True,Occasional
shadowsocks-windows,5,0.428317,0.230769,3,True,Sparse
react,1,0.883923,0.923077,51,True,Consistent
react,2,0.802175,0.846154,82,True,Consistent
react,3,0.813418,0.769231,51,True,Consistent
react,4,0.805368,0.692308,27,True,Consistent
react,5,0.618642,0.461538,15,True,Occasional
react,6,0.558379,0.384615,15,True,Sparse
react,7,0.771635,0.615385,12,True,Occasional
react,8,0.653809,0.461538,9,True,Occasional
react,9,0.519883,0.307692,16,True,Sparse
react,10,0.604233,0.384615,7,True,Sparse
axios,1,0.87344,0.769231,53,True,Consistent
axios,2,0.800239,0.692308,26,True,Consistent
axios,3,0.527603,0.384615,18,True,Sparse
axios,4,0.820479,0.769231,38,True,Consistent
axios,5,0.863995,0.769231,18,True,Consistent
axios,6,0.700068,0.692308,57,True,Occasional
axios,7,0.738996,0.615385,53,True,Occasional
axios,8,0.840794,0.769231,35,True,Consistent
axios,9,0.8461,0.769231,59,True,Consistent
axios,10,0.85543,1.0,93,True,Consistent
elasticsearch,1,0.846735,0.846154,29,True,Consistent
elasticsearch,2,0.905253,0.923077,35,True,Consistent
elasticsearch,3,0.762582,0.692308,18,True,Occasional
elasticsearch,4,0.813464,0.769231,31,True,Consistent
elasticsearch,5,0.84691,0.769231,26,True,Consistent
elasticsearch,6,0.861085,0.769231,23,True,Consistent
elasticsearch,7,0.833968,0.692308,18,True,Consistent
elasticsearch,8,0.736529,0.538462,9,True,Occasional
elasticsearch,9,0.776432,0.615385,13,True,Occasional
elasticsearch,10,0.818994,0.692308,16,True,Consistent
protobuf,1,0.650095,0.461538,8,True,Occasional
protobuf,2,0.45548,0.307692,10,True,Sparse
protobuf,3,0.611768,0.461538,14,True,Occasional
protobuf,4,0.519378,0.307692,5,True,Sparse
protobuf,5,0.616423,0.384615,9,True,Sparse
protobuf,6,0.502253,0.307692,11,True,Sparse
protobuf,7,0.715169,0.538462,10,True,Occasional
protobuf,8,0.519378,0.307692,5,True,Sparse
protobuf,10,0.540476,0.307692,4,True,Sparse
zxing,1,0.553026,0.384615,10,True,Sparse
zxing,2,0.608476,0.384615,6,True,Sparse
zxing,3,0.608476,0.384615,6,True,Sparse
zxing,4,0.540476,0.307692,4,True,Sparse
zxing,6,0.540476,0.307692,4,True,Sparse
zxing,7,0.608476,0.384615,6,True,Sparse
zxing,8,0.270238,0.153846,6,True,Sparse
godot,1,0.601124,0.384615,21,True,Sparse
godot,2,0.93596,1.0,25,True,Consistent
godot,3,0.818674,0.769231,23,True,Consistent
godot,4,0.836025,0.846154,25,True,Consistent
godot,5,0.875323,0.846154,25,True,Consistent
godot,6,0.797965,0.692308,16,True,Consistent
godot,7,0.860119,0.923077,24,True,Consistent
godot,8,0.738334,0.538462,11,True,Occasional
godot,9,0.681444,0.461538,7,True,Occasional
godot,10,0.709595,0.538462,12,True,Occasional
spark,1,0.792124,0.615385,13,True,Occasional
spark,2,0.405357,0.230769,4,True,Sparse
spark,3,0.709595,0.538462,12,True,Occasional
spark,4,0.743155,0.538462,8,True,Occasional
spark,5,0.370483,0.230769,5,True,Sparse
spark,6,0.650095,0.461538,8,True,Occasional
spark,7,0.428317,0.230769,3,True,Sparse
spark,8,0.689199,0.538462,11,True,Occasional
spark,9,0.45548,0.307692,10,True,Sparse
spark,10,0.776795,0.692308,27,True,Occasional
laravel,1,0.570679,0.384615,22,True,Sparse
laravel,2,0.825853,0.846154,26,True,Consistent
laravel,3,0.909646,0.923077,33,True,Consistent
laravel,4,0.751915,0.692308,24,True,Occasional
laravel,5,0.870222,0.923077,43,True,Consistent
laravel,6,0.912921,0.923077,39,True,Consistent
laravel,7,0.949319,1.0,42,True,Consistent
laravel,8,0.903236,0.923077,28,True,Consistent
laravel,9,0.876648,0.846154,28,True,Consistent
laravel,10,0.902239,0.923077,35,True,Consistent
gitignore,3,0.26657,0.230769,9,True,Sparse
gitignore,6,0.405357,0.230769,4,True,Sparse
gitignore,9,0.540476,0.307692,4,True,Sparse
gitignore,10,0.0,0.076923,5,True,Sparse
pandas,1,0.773915,0.615385,18,True,Occasional
pandas,2,0.772416,0.692308,18,True,Occasional
pandas,3,0.776432,0.615385,13,True,Occasional
pandas,4,0.8812,0.846154,19,True,Consistent
pandas,5,0.776432,0.615385,13,True,Occasional
pandas,6,0.661121,0.461538,10,True,Occasional
pandas,7,0.771635,0.615385,12,True,Occasional
pandas,8,0.604233,0.384615,7,True,Sparse
pandas,9,0.428317,0.230769,3,True,Sparse
pandas,10,0.8337,0.692308,13,True,Consistent
AdminLTE,2,0.219238,0.153846,4,True,Sparse
AdminLTE,4,0.661121,0.461538,10,True,Occasional
AdminLTE,5,0.761083,0.615385,18,True,Occasional
AdminLTE,6,0.248159,0.153846,3,True,Sparse
AdminLTE,8,0.627474,0.384615,5,True,Sparse
AdminLTE,10,0.702529,0.538462,18,True,Occasional
react-router,1,0.805536,0.769231,62,True,Consistent
react-router,2,0.768922,0.615385,11,True,Occasional
react-router,3,0.518397,0.307692,6,True,Sparse
react-router,4,0.705478,0.538462,14,True,Occasional
react-router,6,0.82805,0.846154,112,True,Consistent
react-router,7,0.939459,1.0,216,True,Consistent
react-router,8,0.945143,0.923077,116,True,Consistent
react-router,9,0.931665,1.0,273,True,Consistent
react-router,10,0.941419,0.923077,253,True,Consistent
ant-design,1,0.947315,1.0,243,True,Consistent
ant-design,2,0.927892,1.0,168,True,Consistent
ant-design,3,0.933822,1.0,288,True,Consistent
ant-design,4,0.943426,0.923077,186,True,Consistent
ant-design,5,0.905643,1.0,139,True,Consistent
ant-design,6,0.96769,1.0,89,True,Consistent
ant-design,7,0.95281,1.0,117,True,Consistent
ant-design,8,0.958429,1.0,121,True,Consistent
ant-design,9,0.957703,0.923077,106,True,Consistent
ant-design,10,0.94485,1.0,83,True,Consistent
rails,1,0.479905,0.307692,13,True,Sparse
rails,2,0.454286,0.615385,56,True,Sparse
rails,3,0.735806,0.692308,31,True,Occasional
rails,4,0.519378,0.307692,5,True,Sparse
rails,5,0.370483,0.230769,5,True,Sparse
rails,6,0.640065,0.461538,11,True,Occasional
rails,7,0.497879,0.307692,7,True,Sparse
rails,8,0.428317,0.230769,3,True,Sparse
rails,10,0.428317,0.230769,3,True,Sparse
spring-boot,1,0.484397,0.307692,6,True,Sparse
spring-boot,2,0.887476,0.846154,31,True,Consistent
spring-boot,3,0.850698,0.769231,26,True,Consistent
spring-boot,4,0.763651,0.692308,19,True,Occasional
spring-boot,5,0.754607,0.692308,26,True,Occasional
spring-boot,6,0.604233,0.384615,7,True,Sparse
spring-boot,7,0.248159,0.153846,3,True,Sparse
spring-boot,8,0.411283,0.230769,5,True,Sparse
spring-boot,9,0.664556,0.461538,12,True,Occasional
spring-boot,10,0.489476,0.307692,8,True,Sparse
