repo,since,until,total_commits_all,bot_commits_classified,unique_bot_contributor_ids,commits_counted_for_metrics,unique_contributors_for_metrics,gini,top3_share,top5_share,top10_share
juice-shop,2022-05-30,2023-05-29,702,0,0,702,28,0.8317053317053316,0.7806267806267806,0.8903133903133903,0.9501424501424501
