repo,since,until,total_commits_all,bot_commits_classified,unique_bot_contributor_ids,commits_counted_for_metrics,unique_contributors_for_metrics,gini,top3_share,top5_share,top10_share
erpnext,2019-05-30,2020-05-29,3196,32,5,3164,140,0.7916516163987719,0.2345132743362832,0.345448798988622,0.5530973451327433
