repo,since,until,total_commits_all,bot_commits_classified,unique_bot_contributor_ids,commits_counted_for_metrics,unique_contributors_for_metrics,gini,top3_share,top5_share,top10_share
go-ethereum,2021-05-30,2022-05-29,683,0,0,683,159,0.7096696962162858,0.3689604685212299,0.5051244509516838,0.6442166910688141
