repo,month,health_file_commit_count
AspNetCore.Docs,2024-05,0
AspNetCore.Docs,2024-06,0
AspNetCore.Docs,2024-07,1
AspNetCore.Docs,2024-08,0
AspNetCore.Docs,2024-09,1
AspNetCore.Docs,2024-10,2
AspNetCore.Docs,2024-11,0
AspNetCore.Docs,2024-12,0
AspNetCore.Docs,2025-01,2
AspNetCore.Docs,2025-02,0
AspNetCore.Docs,2025-03,0
AspNetCore.Docs,2025-04,1
AspNetCore.Docs,2025-05,0
