repo,since,until,months,include_merges,total_commits_in_range,health_file_commits,active_months,active_month_rate,entropy_norm,top1_month_share,top3_month_share,top6_month_share,gini_month_concentration
flink,2022-05-30,2023-05-29,13,no,2447,8,7,0.538462,0.743155,0.250000,0.500000,0.875000,0.519231
