repo,since,until,total_commits_all,bot_commits_classified,unique_bot_contributor_ids,commits_counted_for_metrics,unique_contributors_for_metrics,gini,top3_share,top5_share,top10_share
youtube-dl,2017-05-30,2018-05-29,1233,0,0,1233,138,0.866996955698955,0.8085969180859692,0.829683698296837,0.8629359286293593
