repo,since,until,months,include_merges,total_commits_in_range,health_file_commits,active_months,active_month_rate,entropy_norm,top1_month_share,top3_month_share,top6_month_share,gini_month_concentration
ohmyzsh,2020-05-30,2021-05-29,13,no,346,16,7,0.538462,0.682189,0.312500,0.687500,0.937500,0.644231
