repo,since,until,months,include_merges,total_commits_in_range,health_file_commits,active_months,active_month_rate,entropy_norm,top1_month_share,top3_month_share,top6_month_share,gini_month_concentration
axios,2025-05-30,2026-05-29,13,no,387,93,13,1.000000,0.855430,0.279570,0.559140,0.784946,0.464847
