repo,since,until,total_commits_all,bot_commits_classified,unique_bot_contributor_ids,commits_counted_for_metrics,unique_contributors_for_metrics,gini,top3_share,top5_share,top10_share
terraform,2021-05-30,2022-05-29,1311,6,1,1305,151,0.8246124178528838,0.5540229885057472,0.675095785440613,0.7632183908045977
