repo,since,until,months,include_merges,total_commits_in_range,health_file_commits,active_months,active_month_rate,entropy_norm,top1_month_share,top3_month_share,top6_month_share,gini_month_concentration
terraform,2025-05-30,2026-05-29,13,no,1030,44,9,0.692308,0.812095,0.227273,0.522727,0.818182,0.489510
