repo,since,until,months,include_merges,total_commits_in_range,health_file_commits,active_months,active_month_rate,entropy_norm,top1_month_share,top3_month_share,top6_month_share,gini_month_concentration
gitignore,2017-05-30,2018-05-29,13,no,142,2,2,0.153846,0.270238,0.500000,1.000000,1.000000,0.846154
