repo,month,health_file_commit_count
Ghost,2018-05,0
Ghost,2018-06,3
Ghost,2018-07,1
Ghost,2018-08,3
Ghost,2018-09,0
Ghost,2018-10,6
Ghost,2018-11,2
Ghost,2018-12,0
Ghost,2019-01,8
Ghost,2019-02,2
Ghost,2019-03,0
Ghost,2019-04,2
Ghost,2019-05,0
