repo,since,until,total_commits_all,bot_commits_classified,unique_bot_contributor_ids,commits_counted_for_metrics,unique_contributors_for_metrics,gini,top3_share,top5_share,top10_share
Ghost,2016-05-30,2017-05-29,1561,406,1,1155,47,0.8374320714746248,0.6528138528138528,0.7705627705627706,0.922943722943723
